Timestamp,Predicted_Temperature
2024-07-31,12.765597846993387
2024-08-01,12.76434065151102
2024-08-02,12.763083456028767
2024-08-03,12.7618262605464
2024-08-04,12.760569065064033
2024-08-05,12.75931186958178
2024-08-06,12.758054674099412
2024-08-07,12.756797478617045
2024-08-08,12.755540283134792
2024-08-09,12.754283087652425
2024-08-10,12.753025892170058
2024-08-11,12.75176869668769
2024-08-12,12.750511501205438
2024-08-13,12.74925430572307
2024-08-14,12.747997110240703
2024-08-15,12.74673991475845
2024-08-16,12.745482719276083
2024-08-17,12.744225523793716
2024-08-18,12.742968328311463
2024-08-19,12.741711132829096
2024-08-20,12.740453937346729
2024-08-21,12.739196741864475
2024-08-22,12.737939546382108
2024-08-23,12.736682350899741
2024-08-24,12.735425155417488
2024-08-25,12.734167959935121
2024-08-26,12.732910764452754
2024-08-27,12.731653568970387
2024-08-28,12.730396373488134
2024-08-29,12.729139178005767
2024-08-30,12.7278819825234
2024-08-31,12.726624787041146
2024-09-01,12.72536759155878
2024-09-02,12.724110396076412
2024-09-03,12.722853200594159
2024-09-04,12.721596005111792
2024-09-05,12.720338809629425
2024-09-06,12.719081614147171
2024-09-07,12.717824418664804
2024-09-08,12.716567223182437
2024-09-09,12.71531002770007
2024-09-10,12.714052832217817
2024-09-11,12.71279563673545
2024-09-12,12.711538441253083
2024-09-13,12.71028124577083
2024-09-14,12.709024050288463
2024-09-15,12.707766854806096
2024-09-16,12.706509659323842
2024-09-17,12.705252463841475
2024-09-18,12.703995268359108
2024-09-19,12.702738072876855
2024-09-20,12.701480877394488
2024-09-21,12.70022368191212
2024-09-22,12.698966486429867
2024-09-23,12.6977092909475
2024-09-24,12.696452095465133
2024-09-25,12.695194899982766
2024-09-26,12.693937704500513
2024-09-27,12.692680509018146
2024-09-28,12.691423313535779
2024-09-29,12.690166118053526
2024-09-30,12.688908922571159
2024-10-01,12.687651727088792
2024-10-02,12.686394531606538
2024-10-03,12.685137336124171
2024-10-04,12.683880140641804
2024-10-05,12.682622945159551
2024-10-06,12.681365749677184
2024-10-07,12.680108554194817
2024-10-08,12.67885135871245
2024-10-09,12.677594163230197
2024-10-10,12.67633696774783
2024-10-11,12.675079772265462
2024-10-12,12.67382257678321
2024-10-13,12.672565381300842
2024-10-14,12.671308185818475
2024-10-15,12.670050990336222
2024-10-16,12.668793794853855
2024-10-17,12.667536599371488
2024-10-18,12.666279403889234
2024-10-19,12.665022208406867
2024-10-20,12.6637650129245
2024-10-21,12.662507817442247
2024-10-22,12.66125062195988
2024-10-23,12.659993426477513
2024-10-24,12.658736230995146
2024-10-25,12.657479035512893
2024-10-26,12.656221840030526
2024-10-27,12.654964644548159
2024-10-28,12.653707449065905
2024-10-29,12.652450253583538
2024-10-30,12.651193058101171
2024-10-31,12.649935862618918
2024-11-01,12.64867866713655
2024-11-02,12.647421471654184
2024-11-03,12.64616427617193
2024-11-04,12.644907080689563
2024-11-05,12.643649885207196
2024-11-06,12.64239268972483
2024-11-07,12.641135494242576
2024-11-08,12.639878298760209
2024-11-09,12.638621103277842
2024-11-10,12.637363907795589
2024-11-11,12.636106712313222
2024-11-12,12.634849516830855
2024-11-13,12.633592321348601
2024-11-14,12.632335125866234
2024-11-15,12.631077930383867
2024-11-16,12.629820734901614
2024-11-17,12.628563539419247
2024-11-18,12.62730634393688
2024-11-19,12.626049148454626
2024-11-20,12.62479195297226
2024-11-21,12.623534757489892
2024-11-22,12.622277562007525
2024-11-23,12.621020366525272
2024-11-24,12.619763171042905
2024-11-25,12.618505975560538
2024-11-26,12.617248780078285
2024-11-27,12.615991584595918
2024-11-28,12.61473438911355
2024-11-29,12.613477193631297
2024-11-30,12.61221999814893
2024-12-01,12.610962802666563
2024-12-02,12.60970560718431
2024-12-03,12.608448411701943
2024-12-04,12.607191216219576
2024-12-05,12.605934020737209
2024-12-06,12.604676825254955
2024-12-07,12.603419629772588
2024-12-08,12.602162434290221
2024-12-09,12.600905238807968
2024-12-10,12.599648043325601
2024-12-11,12.598390847843234
2024-12-12,12.59713365236098
2024-12-13,12.595876456878614
2024-12-14,12.594619261396247
2024-12-15,12.593362065913993
2024-12-16,12.592104870431626
2024-12-17,12.59084767494926
2024-12-18,12.589590479467006
2024-12-19,12.588333283984639
2024-12-20,12.587076088502272
2024-12-21,12.585818893019905
2024-12-22,12.584561697537652
2024-12-23,12.583304502055285
2024-12-24,12.582047306572917
2024-12-25,12.580790111090664
2024-12-26,12.579532915608297
2024-12-27,12.57827572012593
2024-12-28,12.577018524643677
2024-12-29,12.57576132916131
2024-12-30,12.574504133678943
2024-12-31,12.57324693819669
