Timestamp,Predicted_WindSpeed
2024-07-04,27.580631237389753
2024-07-05,27.59298210945235
2024-07-06,27.605332981514948
2024-07-07,27.617683853577546
2024-07-08,27.630034725641963
2024-07-09,27.64238559770456
2024-07-10,27.65473646976716
2024-07-11,27.667087341829756
2024-07-12,27.679438213894173
2024-07-13,27.69178908595677
2024-07-14,27.70413995801937
2024-07-15,27.716490830081966
2024-07-16,27.728841702144564
2024-07-17,27.74119257420898
2024-07-18,27.75354344627158
2024-07-19,27.765894318334176
2024-07-20,27.778245190396774
2024-07-21,27.79059606246119
2024-07-22,27.80294693452379
2024-07-23,27.815297806586386
2024-07-24,27.827648678648984
2024-07-25,27.8399995507134
2024-07-26,27.852350422776
2024-07-27,27.864701294838596
2024-07-28,27.877052166901194
2024-07-29,27.889403038963792
2024-07-30,27.90175391102821
